id,amount,paid_amount,discount_percentage,can_access,student_id,course_id,section_id,sub_section_id,packege_id,batch_id,mode,note,user_image,created_at,updated_at,added_by,update_by,deleted_by,deleted_at,discount,currency_type,reason,recover_reason,suspend_by,recover_by,validity_date,commission_percentage,actual_lkr_amount,currency_rate
2773,8400,8400,0,1,779,16,NULL,NULL,20,17,Direct,NULL,Random-image-1672654427-1672654427-1672654427.png,9/15/2021 7:11,1/2/2023 19:08,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2774,8400,8400,0,4,978,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2775,8400,8400,0,4,2208,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2776,8400,8400,0,1,1220,16,NULL,NULL,20,17,Direct,NULL,Random-image-1654683613-1654683613-1654683613.png,9/15/2021 7:11,6/8/2022 16:17,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2777,8400,8400,0,1,548,16,NULL,NULL,20,17,Direct,NULL,Random-image-1636308493-1636308493-1636308493.png,9/15/2021 7:11,11/8/2021 2:17,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2778,8400,8400,0,4,1591,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2779,8400,8400,0,1,632,16,NULL,NULL,20,17,Direct,NULL,Random-image-1715878382-1715878382-1715878382.png,9/15/2021 7:11,5/17/2024 5:17,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2780,8400,8400,0,4,1819,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2781,8400,8400,0,1,1733,16,NULL,NULL,20,17,Direct,NULL,Random-image-1634276458-1634276458-1634276458.png,9/15/2021 7:11,10/15/2021 20:14,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2782,8400,8400,0,1,764,16,NULL,NULL,20,17,Direct,NULL,Random-image-1684470907-1684470907-1684470907.png,9/15/2021 7:11,5/19/2023 10:30,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2783,8400,8400,0,1,1546,16,NULL,NULL,20,17,Direct,NULL,Random-image-1635451053-1635451053-1635451053.png,9/15/2021 7:11,10/30/2021 0:25,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2784,8400,8400,0,1,715,16,NULL,NULL,20,17,Direct,NULL,Random-image-1694098669-1694098669-1694098669.png,9/15/2021 7:11,9/7/2023 20:49,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2785,8400,8400,0,4,NULL,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2786,8400,8400,0,1,1598,16,NULL,NULL,20,17,Direct,NULL,Random-image-1654182404-1654182404-1654182404.png,9/15/2021 7:11,6/2/2022 20:44,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2787,8400,8400,0,4,1691,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2788,8400,8400,0,4,855,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2789,8400,8400,0,1,1770,16,NULL,NULL,20,17,Direct,NULL,Random-image-1640615191-1640615191-1640615191.png,9/15/2021 7:11,12/28/2021 20:34,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2790,8400,8400,0,1,1416,16,NULL,NULL,20,17,Direct,NULL,Random-image-1632444383-1632444383-1632444383.png,9/15/2021 7:11,9/24/2021 6:37,NULL,NULL,NULL,NULL,0,lkr,<br/> Photo is not clear,NULL,NULL,NULL,NULL,0,8400,350
2791,8400,8400,0,1,2215,16,NULL,NULL,20,17,Direct,NULL,Random-image-1657098652-1657098652-1657098652.png,9/15/2021 7:11,7/7/2022 1:58,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2792,8400,8400,0,1,2167,16,NULL,NULL,20,17,Direct,NULL,Random-image-1632209508-1632209508-1632209508.png,9/15/2021 7:11,9/21/2021 20:23,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2793,8400,8400,0,1,2140,16,NULL,NULL,20,17,Direct,NULL,Random-image-1635005666-1635005666-1635005666.png,9/15/2021 7:11,10/24/2021 0:31,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2794,8400,8400,0,1,878,16,NULL,NULL,20,17,Direct,NULL,Random-image-1690139332-1690139332-1690139332.png,9/15/2021 7:11,7/24/2023 9:32,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2795,8400,8400,0,4,2216,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2796,8400,8400,0,1,689,16,NULL,NULL,20,17,Direct,NULL,Random-image-1645978150-1645978150-1645978150.png,9/15/2021 7:11,2/28/2022 19:41,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2797,8400,8400,0,4,899,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2798,8400,8400,0,4,2219,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2799,8400,8400,0,1,2220,16,NULL,NULL,20,17,Direct,NULL,Random-image-1658032787-1658032787-1658032787.png,9/15/2021 7:11,7/17/2022 11:21,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2800,8400,8400,0,4,2116,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2801,8400,8400,0,1,2194,16,NULL,NULL,20,17,Direct,NULL,Random-image-1703903040-1703903040-1703903040.png,9/15/2021 7:11,12/30/2023 15:52,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2802,8400,8400,0,4,2221,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2803,8400,8400,0,4,NULL,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2804,8400,8400,0,4,NULL,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2805,8400,8400,0,4,1128,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2806,8400,8400,0,4,2153,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2807,8400,8400,0,4,2228,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2808,8400,8400,0,4,NULL,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2809,8400,8400,0,4,621,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2810,8400,8400,0,1,2163,16,NULL,NULL,20,17,Direct,NULL,Random-image-1654606158-1654606158-1654606158.png,9/15/2021 7:11,6/7/2022 22:26,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2811,8400,8400,0,1,1315,16,NULL,NULL,20,17,Direct,NULL,Random-image-1633614380-1633614380-1633614380.png,9/15/2021 7:11,10/8/2021 0:56,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2812,8400,8400,0,1,1109,16,NULL,NULL,20,17,Direct,NULL,Random-image-1648325692-1648325692-1648325692.png,9/15/2021 7:11,3/27/2022 5:39,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2813,8400,8400,0,1,742,16,NULL,NULL,20,17,Direct,NULL,Random-image-1643783133-1643783133-1643783133.png,9/15/2021 7:11,2/3/2022 0:12,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2814,8400,8400,0,4,1152,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2815,8400,8400,0,1,1474,16,NULL,NULL,20,17,Direct,NULL,Random-image-1634293056-1634293056-1634293056.png,9/15/2021 7:11,10/15/2021 20:13,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2816,8400,8400,0,4,1300,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2817,8400,8400,0,1,1833,16,NULL,NULL,20,17,Direct,NULL,Random-image-1687500241-1687500241-1687500241.png,9/15/2021 7:11,6/23/2023 21:27,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2818,8400,8400,0,1,945,16,NULL,NULL,20,17,Direct,NULL,Random-image-1632046192-1632046192-1632046192.png,9/15/2021 7:11,9/19/2021 23:44,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2819,8400,8400,0,4,1973,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2820,8400,8400,0,1,981,16,NULL,NULL,20,17,Direct,NULL,Random-image-1632595441-1632595441-1632595441.png,9/15/2021 7:11,9/26/2021 18:44,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2821,8400,8400,0,4,2085,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2822,8400,8400,0,1,961,16,NULL,NULL,20,17,Direct,NULL,Random-image-1655182195-1655182195-1655182195.png,9/15/2021 7:11,6/14/2022 11:32,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2823,8400,8400,0,1,2107,16,NULL,NULL,20,17,Direct,NULL,Random-image-1632331195-1632331195-1632331195.png,9/15/2021 7:11,9/24/2021 0:50,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2824,8400,8400,0,1,2084,16,NULL,NULL,20,17,Direct,NULL,Random-image-1632808185-1632808185-1632808185.png,9/15/2021 7:11,9/28/2021 12:26,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2825,8400,8400,0,4,2174,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2826,8400,8400,0,4,NULL,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2827,8400,8400,0,1,506,16,NULL,NULL,20,17,Direct,NULL,Random-image-1632396410-1632396410-1632396410.png,9/15/2021 7:11,9/24/2021 0:21,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2828,8400,8400,0,4,NULL,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2829,8400,8400,0,4,1613,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,8400,350
2830,8400,4200,50,4,614,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,4200,lkr,NULL,NULL,NULL,NULL,NULL,0,4200,350
2831,8400,4200,50,4,2079,16,NULL,NULL,20,17,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,4200,lkr,NULL,NULL,NULL,NULL,NULL,0,4200,350
2832,19000,0,100,4,1344,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,19000,lkr,NULL,NULL,NULL,NULL,NULL,0,0,350
2833,19000,0,100,4,1672,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,19000,lkr,NULL,NULL,NULL,NULL,NULL,0,0,350
2834,19000,0,100,1,886,19,NULL,NULL,23,20,Direct,NULL,Random-image-1646935899-1646935899-1646935899.png,9/15/2021 7:11,3/11/2022 2:48,NULL,NULL,NULL,NULL,19000,lkr,NULL,NULL,NULL,NULL,NULL,0,0,350
2835,19000,0,100,1,944,19,NULL,NULL,23,20,Direct,NULL,Random-image-1676420227-1676420227-1676420227.png,9/15/2021 7:11,2/15/2023 5:47,NULL,NULL,NULL,NULL,19000,lkr,NULL,NULL,NULL,NULL,NULL,0,0,350
2836,19000,0,100,1,942,19,NULL,NULL,23,20,Direct,NULL,Random-image-1700361293-1700361293-1700361293.png,9/15/2021 7:11,11/19/2023 23:46,NULL,NULL,NULL,NULL,19000,lkr,NULL,NULL,NULL,NULL,NULL,0,0,350
2837,19000,0,100,4,892,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,19000,lkr,NULL,NULL,NULL,NULL,NULL,0,0,350
2838,19000,0,100,4,1705,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,19000,lkr,NULL,NULL,NULL,NULL,NULL,0,0,350
2839,19000,0,100,4,588,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,19000,lkr,NULL,NULL,NULL,NULL,NULL,0,0,350
2840,19000,0,100,4,1934,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,19000,lkr,NULL,NULL,NULL,NULL,NULL,0,0,350
2841,19000,0,100,4,1931,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,19000,lkr,NULL,NULL,NULL,NULL,NULL,0,0,350
2842,19000,19000,0,4,497,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2843,19000,19000,0,4,1230,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2844,19000,19000,0,4,1432,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,2/16/2022 20:06,NULL,NULL,NULL,NULL,0,lkr,<br/> ,NULL,NULL,NULL,NULL,0,19000,350
2845,19000,19000,0,4,1465,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2846,19000,19000,0,1,558,19,NULL,NULL,23,20,Direct,NULL,Random-image-1642596983-1642596983-1642596983.png,9/15/2021 7:11,1/22/2022 21:22,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2847,19000,19000,0,4,1175,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2848,19000,19000,0,4,1181,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2849,19000,19000,0,4,1180,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2850,19000,19000,0,4,1651,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2851,19000,19000,0,4,1652,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2852,19000,19000,0,1,1653,19,NULL,NULL,23,20,Direct,NULL,Random-image-1661410117-1661410117-1661410117.png,9/15/2021 7:11,8/25/2022 15:05,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2853,19000,19000,0,4,1654,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2854,19000,19000,0,1,733,19,NULL,NULL,23,20,Direct,NULL,Random-image-1660632727-1660632727-1660632727.png,9/15/2021 7:11,8/16/2022 14:25,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2855,19000,19000,0,4,724,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2856,19000,19000,0,4,1222,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2857,19000,19000,0,4,523,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2858,19000,19000,0,4,573,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2859,19000,19000,0,4,607,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2860,19000,19000,0,1,671,19,NULL,NULL,23,20,Direct,NULL,Random-image-1699975566-1699975566-1699975566.png,9/15/2021 7:11,11/16/2023 3:58,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2861,19000,19000,0,4,1224,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2862,19000,19000,0,4,1131,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2863,19000,19000,0,4,1187,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2864,19000,19000,0,4,757,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2865,19000,19000,0,4,1658,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2866,19000,19000,0,1,1136,19,NULL,NULL,23,20,Direct,NULL,Random-image-1644506910-1644506910-1644506910.png,9/15/2021 7:11,2/10/2022 23:47,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2867,19000,19000,0,4,560,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2868,19000,19000,0,4,659,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2869,19000,19000,0,1,1660,19,NULL,NULL,23,20,Direct,NULL,Random-image-1643104374-1643104374-1643104374.png,9/15/2021 7:11,1/26/2022 13:43,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2870,19000,19000,0,4,782,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2871,19000,19000,0,4,589,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2872,19000,19000,0,1,1397,19,NULL,NULL,23,20,Direct,NULL,Random-image-1669741952-1669741952-1669741952.png,9/15/2021 7:11,11/30/2022 3:45,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2873,19000,19000,0,4,1022,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2874,19000,19000,0,1,1661,19,NULL,NULL,23,20,Direct,NULL,Random-image-1659849484-1659849484-1659849484.png,9/15/2021 7:11,8/7/2022 13:07,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2875,19000,19000,0,4,1662,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2876,19000,19000,0,4,1503,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2877,19000,19000,0,4,1087,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2878,19000,19000,0,1,1663,19,NULL,NULL,23,20,Direct,NULL,Random-image-1645721319-1645721319-1645721319.png,9/15/2021 7:11,2/24/2022 22:57,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2879,19000,19000,0,4,1664,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2880,19000,19000,0,1,1665,19,NULL,NULL,23,20,Direct,NULL,Random-image-1643978954-1643978954-1643978954.png,9/15/2021 7:11,2/4/2022 22:15,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2881,19000,19000,0,4,1482,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2882,19000,19000,0,1,581,19,NULL,NULL,23,20,Direct,NULL,Random-image-1689232382-1689232382-1689232382.png,9/15/2021 7:11,7/13/2023 18:05,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2883,19000,19000,0,4,1666,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2884,19000,19000,0,4,1184,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2885,19000,19000,0,1,679,19,NULL,NULL,23,20,Direct,NULL,Random-image-1645497906-1645497906-1645497906.png,9/15/2021 7:11,2/22/2022 16:45,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2886,19000,19000,0,4,729,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2887,19000,19000,0,4,1258,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2888,19000,19000,0,4,1667,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2889,19000,19000,0,4,1090,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2890,19000,19000,0,4,1668,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2891,19000,19000,0,4,1669,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
2892,19000,19000,0,4,718,19,NULL,NULL,23,20,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,19000,350
